"filename", "language", "XML", "Lua", "Batch", "comment", "blank", "total"
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\breeds\human.lua", "Lua", 0, 382, 0, 8, 4, 394
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\breeds\ogryn.lua", "Lua", 0, 401, 0, 8, 4, 413
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\copy.cmd", "Batch", 0, 0, 1, 0, 0, 1
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\ewc_plugin.lua", "Lua", 0, 243, 0, 8, 11, 262
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\extensions\common.lua", "Lua", 0, 56, 0, 9, 4, 69
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\extensions\visible_equipment_extension.lua", "Lua", 0, 962, 0, 255, 114, 1331
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\patches\action_shoot_hit_scan.lua", "Lua", 0, 9, 0, 12, 4, 25
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\patches\action_shoot_pellets.lua", "Lua", 0, 9, 0, 12, 4, 25
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\patches\action_shoot_projectile.lua", "Lua", 0, 9, 0, 12, 4, 25
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\patches\equipment_component.lua", "Lua", 0, 133, 0, 68, 26, 227
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\patches\inventory_background_view.lua", "Lua", 0, 44, 0, 18, 16, 78
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\patches\inventory_cosmetics_view.lua", "Lua", 0, 172, 0, 49, 34, 255
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\patches\inventory_cosmetics_view_definitions.lua", "Lua", 0, 19, 0, 6, 9, 34
"i:\Darktide\darktide-mods\visible_equipment\scripts\mods\ve\patches\inventory_view.lua", "Lua", 0, 57, 0, 10, 12, 79
